Team name,Profile team,Wiki URL,Region,Country,Track,Kind,Section,Application
thessaloniki,https://old.igem.org/Team.cgi?team_id=4998,https://2023.igem.wiki/thessaloniki,Europe,Greece,Conservation,Collegiate,under,Accepted
Thessaly,https://old.igem.org/Team.cgi?team_id=4624,https://2023.igem.wiki/thessaly,Europe,Greece,Bioremediation,Collegiate,over,Accepted
THINKER-CHINA,https://old.igem.org/Team.cgi?team_id=4986,https://2023.igem.wiki/thinker-china,Asia,China,High School,Commercial,hs,Accepted
Thinker-Guangdong,https://old.igem.org/Team.cgi?team_id=4987,https://2023.igem.wiki/thinker-guangdong,Asia,China,High School,Commercial,hs,Accepted
Thinker-SC,https://old.igem.org/Team.cgi?team_id=5015,https://2023.igem.wiki/thinker-sc,Asia,China,High School,Commercial,hs,Accepted
Thinker-Shanghai,https://old.igem.org/Team.cgi?team_id=4988,https://2023.igem.wiki/thinker-shanghai,Asia,China,High School,Commercial,hs,Accepted
Thinker-Shenzhen,https://old.igem.org/Team.cgi?team_id=4979,https://2023.igem.wiki/thinker-shenzhen,Asia,China,High School,Commercial,hs,Accepted
THIS-CHINA,https://old.igem.org/Team.cgi?team_id=4793,https://2023.igem.wiki/this-china,Asia,China,High School,High School,hs,Withdrawn
Thrace,https://old.igem.org/Team.cgi?team_id=4989,https://2023.igem.wiki/thrace,Europe,Greece,Therapeutics,Collegiate,over,Accepted
Tianjin,https://old.igem.org/Team.cgi?team_id=4703,https://2023.igem.wiki/tianjin,Asia,China,Conservation,Collegiate,under,Accepted
TJUSLS-China,https://old.igem.org/Team.cgi?team_id=4627,https://2023.igem.wiki/tjusls-china,Asia,China,Bioremediation,Collegiate,under,Accepted
TokyoTech,https://old.igem.org/Team.cgi?team_id=4828,https://2023.igem.wiki/tokyotech,Asia,Japan,Diagnostics,Collegiate,under,Accepted
Tongji-China,https://old.igem.org/Team.cgi?team_id=4786,https://2023.igem.wiki/tongji-china,Asia,China,Diagnostics,Collegiate,under,Accepted
Tongji-Software,https://old.igem.org/Team.cgi?team_id=4787,https://2023.igem.wiki/tongji-software,Asia,China,Software &amp; AI,Collegiate,under,Accepted
Toronto,https://old.igem.org/Team.cgi?team_id=4615,https://2023.igem.wiki/toronto,North America,Canada,Climate Crisis,Collegiate,over,Accepted
Toulouse-INSA-UPS,https://old.igem.org/Team.cgi?team_id=4768,https://2023.igem.wiki/toulouse-insa-ups,Europe,France,Therapeutics,Collegiate,over,Accepted
TSB-Center,https://old.igem.org/Team.cgi?team_id=4843,https://2023.igem.wiki/tsb-center,Asia,China,High School,Commercial,hs,Accepted
TSBC-SZ,https://old.igem.org/Team.cgi?team_id=4841,https://2023.igem.wiki/tsbc-sz,Asia,China,High School,Commercial,hs,Accepted
Tsinghua,https://old.igem.org/Team.cgi?team_id=4634,https://2023.igem.wiki/tsinghua,Asia,China,Therapeutics,Collegiate,under,Accepted
Tsinghua-A,https://old.igem.org/Team.cgi?team_id=4771,https://2023.igem.wiki/tsinghua-a,Asia,China,Software &amp; AI,Collegiate,under,Accepted
Tsinghua-TFL,https://old.igem.org/Team.cgi?team_id=4772,https://2023.igem.wiki/tsinghua-tfl,Asia,China,Agriculture,Collegiate,under,Accepted
Tsukuba,https://old.igem.org/Team.cgi?team_id=4871,https://2023.igem.wiki/tsukuba,Asia,Japan,Environment,Collegiate,under,Accepted
TU-Braunschweig,https://old.igem.org/Team.cgi?team_id=4654,https://2023.igem.wiki/tu-braunschweig,Europe,Germany,Diagnostics,Collegiate,over,Accepted
TU-Dresden,https://old.igem.org/Team.cgi?team_id=4750,https://2023.igem.wiki/tu-dresden,Europe,Germany,Bioremediation,Collegiate,over,Accepted
TU-Eindhoven,https://old.igem.org/Team.cgi?team_id=4905,https://2023.igem.wiki/tu-eindhoven,Europe,Netherlands,Therapeutics,Collegiate,over,Accepted
Tuebingen,https://old.igem.org/Team.cgi?team_id=4834,https://2023.igem.wiki/tuebingen,Europe,Germany,Therapeutics,Collegiate,over,Accepted
UAlberta,https://old.igem.org/Team.cgi?team_id=4755,https://2023.igem.wiki/ualberta,North America,Canada,Agriculture,Collegiate,over,Accepted
UBC-Okanagan,https://old.igem.org/Team.cgi?team_id=4733,https://2023.igem.wiki/ubc-okanagan,North America,Canada,Conservation,Collegiate,over,Accepted
UBC-Vancouver,https://old.igem.org/Team.cgi?team_id=4796,https://2023.igem.wiki/ubc-vancouver,North America,Canada,Foundational Advance,Collegiate,under,Accepted
UCAS-China,https://old.igem.org/Team.cgi?team_id=4619,https://2023.igem.wiki/ucas-china,Asia,China,Foundational Advance,Collegiate,under,Accepted
UChicago,https://old.igem.org/Team.cgi?team_id=4710,https://2023.igem.wiki/uchicago,North America,United States,Biomanufacturing,Collegiate,under,Accepted
UConn,https://old.igem.org/Team.cgi?team_id=4984,https://2023.igem.wiki/uconn,North America,United States,Bioremediation,Collegiate,under,Accepted
UCSC,https://old.igem.org/Team.cgi?team_id=4592,https://2023.igem.wiki/ucsc,North America,United States,Bioremediation,Collegiate,under,Accepted
UESTC-China,https://old.igem.org/Team.cgi?team_id=4773,https://2023.igem.wiki/uestc-china,Asia,China,Bioremediation,Collegiate,over,Accepted
UFlorida,https://old.igem.org/Team.cgi?team_id=4975,https://2023.igem.wiki/uflorida,North America,United States,Biomanufacturing,Collegiate,under,Accepted
UGM-Indonesia,https://old.igem.org/Team.cgi?team_id=4914,https://2023.igem.wiki/ugm-indonesia,Asia,Indonesia,Diagnostics,Collegiate,under,Accepted
UI-Indonesia,https://old.igem.org/Team.cgi?team_id=4749,https://2023.igem.wiki/ui-indonesia,Asia,Indonesia,Therapeutics,Collegiate,under,Accepted
UIncheon,https://old.igem.org/Team.cgi?team_id=4866,https://2023.igem.wiki/uincheon,Asia,"Korea, Republic Of",Foundational Advance,Collegiate,over,Accepted
UiOslo-Norway,https://old.igem.org/Team.cgi?team_id=4899,https://2023.igem.wiki/uioslo-norway,Europe,Norway,Diagnostics,Collegiate,over,Accepted
ULaval,https://old.igem.org/Team.cgi?team_id=4726,https://2023.igem.wiki/ulaval,North America,Canada,Therapeutics,Collegiate,over,Accepted
ULC,https://old.igem.org/Team.cgi?team_id=4959,https://2023.igem.wiki/ulc,Asia,China,High School,Commercial,hs,Accepted
UM-Macau,https://old.igem.org/Team.cgi?team_id=4716,https://2023.igem.wiki/um-macau,Asia,Macao,Therapeutics,Collegiate,under,Accepted
UManitoba,https://old.igem.org/Team.cgi?team_id=4949,https://2023.igem.wiki/umanitoba,North America,Canada,Bioremediation,Collegiate,over,Accepted
UMaryland,https://old.igem.org/Team.cgi?team_id=4860,https://2023.igem.wiki/umaryland,North America,United States,Diagnostics,Collegiate,over,Accepted
